Student ID,Student ID,Week 1 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 2 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 3 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 4 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 5 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 7 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 8 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 9 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 10 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 11 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 12 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 13 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Tutorial Attendance Subtotal Numerator,Tutorial Attendance Subtotal Denominator,Week 2 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 3 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 4 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 5 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 7 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 9 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 8 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 10 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 11 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 12 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 13 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Worksheets Subtotal Numerator,Worksheets Subtotal Denominator,Week 1 Critical Thinking Question Points Grade <Numeric MaxPoints:8 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 2 Critical Thinking Question Points Grade <Numeric MaxPoints:8 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 3 Critical Thinking Question Points Grade <Numeric MaxPoints:15 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 4 Critical Thinking Question Points Grade <Numeric MaxPoints:15 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 7 Critical Thinking Question Points Grade <Numeric MaxPoints:12 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 8 Critical Thinking Question Points Grade <Numeric MaxPoints:13 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 9 Critical Thinking Question Points Grade <Numeric MaxPoints:9 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 10 Critical Thinking Question Points Grade <Numeric MaxPoints:10 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 11 Critical Thinking Question Points Grade <Numeric MaxPoints:10 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 12 Critical Thnking Question Points Grade <Numeric MaxPoints:20 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 13 Critical Thinking Question Points Grade <Numeric MaxPoints:17 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Critical Thinking Questions Subtotal Numerator,Critical Thinking Questions Subtotal Denominator,Midterm Oct 19 Points Grade <Numeric MaxPoints:40 Weight:25>,Final exam Points Grade <Numeric MaxPoints:87 Weight:50>,Calculated Final Grade Numerator,Calculated Final Grade Denominator,Adjusted Final Grade Numerator,Adjusted Final Grade Denominator,End-of-Line Indicator,Unnamed: 48,Unnamed: 49,Final Grade,Unnamed: 51
#20820864,#20820864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,5,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,4.0,4.0,10.0,6.5,11.0,0.0,4.0,6.0,6.0,9.0,13.0,8.81372549,15,23.5,64.0,33.50122549,100,,,#,,,31.9,
#20822819,#20822819,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.5,7.5,7.0,13.0,,11.0,5.0,6.5,4.0,13.0,8.0,10.17094646,15,24.0,46.5,35.17094646,100,,,#,,,33.62,
#20823437,#20823437,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,4.545454545,5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,5,7.0,7.5,5.0,11.0,5.0,0.0,5.0,3.0,1.0,11.0,0.0,7.202083333,15,13.5,39.5,25.18503788,100,,,#,,,23.23,
#20824106,#20824106,,,,,,1.0,,,,,,,0.454545455,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.0,6.5,0.0,11.0,7.5,8.5,6.0,7.0,6.0,7.0,16.0,10.43628394,15,24.0,37.5,30.89082939,100,,,#,,,29.07,
#20825599,#20825599,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,4.5,3.0,11.0,11.0,8.0,9.5,4.5,7.5,7.0,11.0,16.0,10.30166855,15,24.0,51.5,35.30166855,100,,,#,,,35.22,
#20825629,#20825629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,5,8.0,6.5,12.5,14.0,7.5,2.0,6.5,7.5,6.5,15.0,12.0,11.67340686,15,23.5,69.0,36.36090686,100,,,#,,,35.04,
#20826380,#20826380,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,5.5,7.0,13.0,14.5,9.0,10.5,6.0,7.5,9.0,17.0,17.5,12.72440611,15,30.0,75.5,41.47440611,100,,,#,,,41.09,
#20826623,#20826623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,6.5,8.0,10.0,10.0,7.0,2.0,0.0,7.5,3.5,9.0,9.5,8.987754525,15,20.0,27.5,31.48775453,100,,,#,,,30.08,
#20827315,#20827315,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,4.5,5,5.5,5.5,8.0,13.0,10.0,11.5,6.0,7.0,7.5,18.0,9.0,11.26442308,15,22.0,71.0,34.51442308,100,,,#,,,33.56,
#20828794,#20828794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,5,7.0,7.5,13.0,13.0,10.5,5.5,5.0,6.5,6.0,13.0,18.0,11.90281863,15,34.0,74.0,43.15281863,100,,,#,,,42.37,
#20830105,#20830105,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,8.0,6.5,14.0,12.5,11.5,11.0,8.5,8.5,8.5,20.0,18.0,13.91163273,15,38.5,72.0,47.97413273,100,,,#,,,47.55,
#20830394,#20830394,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,0.0,7.5,15.0,11.5,12.0,12.5,8.5,10.0,6.0,16.0,18.0,13.60345965,15,32.5,77.0,43.91595965,100,,,#,,,42.71,
#20830954,#20830954,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,6.5,8.0,15.0,0.0,0.0,8.5,4.0,0.0,5.0,17.0,13.0,9.038244721,15,30.5,55.5,38.10074472,100,,,#,,,37.08,
#20831230,#20831230,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,5,8.0,7.5,13.0,13.5,0.0,13.0,7.5,9.0,8.0,16.0,17.5,13.60036765,15,35.0,77.0,45.47536765,100,,,#,,,43.41,
#20832237,#20832237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,0.0,7.0,16.5,12.5,12.0,9.5,6.0,10.0,7.0,18.0,17.5,13.25277149,15,34.0,69.0,44.50277149,100,,,#,,,43.99,
#20832692,#20832692,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,4.5,5.5,12.0,14.5,11.5,9.5,8.5,6.0,5.0,16.0,9.5,11.41355581,15,30.5,48.0,40.47605581,100,,,#,,,39.87,
#20833027,#20833027,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,4.090909091,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,5.0,5,0.0,6.5,0.0,0.0,7.5,0.0,4.5,0.0,1.5,0.0,4.5,3.528308824,15,1.0,20.5,13.24421792,100,,,#,,,11.57,
#20833237,#20833237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,6.5,6.0,14.0,14.5,11.5,8.5,6.5,6.5,8.0,10.0,17.0,12.37035256,15,32.0,75.0,42.37035256,100,,,#,,,41.97,
#20834572,#20834572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,0.0,6.0,14.0,11.5,9.0,6.0,0.0,7.5,4.0,17.0,14.0,9.72760181,15,26.5,46.5,36.29010181,100,,,#,,,35.47,
#20834730,#20834730,1.0,1.0,1.0,1.0,,1.0,,,,,,,2.272727273,5,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,3.5,5,4.5,7.5,0.0,12.5,11.5,0.0,0.0,6.0,2.0,4.5,0.0,6.475,15,16.5,23.5,22.56022727,100,,,#,,,20.81,
#20835786,#20835786,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.0,8.0,16.0,13.0,11.0,11.5,9.0,9.5,7.0,,16.0,13.80118778,15,32.0,58.5,43.80118778,100,,,#,,,41.41,
#20836411,#20836411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,4.090909091,5,1.0,1.0,,1.0,,,,,,,,1.5,5,7.5,7.5,0.0,0.0,6.5,0.0,0.0,7.0,6.0,12.0,16.0,7.886764706,15,25.5,46.0,29.4151738,100,,,#,,,28.12,
#20836555,#20836555,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.545454545,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,5,6.0,8.0,14.0,13.0,8.5,10.5,6.5,7.5,5.0,17.0,10.0,11.96472474,15,27.5,57.5,38.69767928,100,,,#,,,37.51,
#20836588,#20836588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.5,7.0,9.0,12.5,10.5,7.5,6.0,7.0,6.0,12.0,17.0,11.53125,15,25.0,66.5,37.15625,100,,,#,,,36.83,
#20836851,#20836851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.5,7.0,12.0,12.0,10.5,6.5,5.0,8.0,4.0,13.5,18.0,11.81531863,15,19.0,33.0,33.69031863,100,,,#,,,33.3,
#20837061,#20837061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.5,7.5,12.0,12.5,10.5,9.5,6.5,6.5,7.0,15.5,12.0,12.02581071,15,24.5,47.5,37.33831071,100,,,#,,,37.07,
#20837123,#20837123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,5.0,5,4.5,7.0,11.0,11.5,11.5,9.5,5.5,7.0,10.0,16.0,17.5,12.30693816,15,22.5,51.0,36.36943816,100,,,#,,,35.38,
#20837952,#20837952,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,4.545454545,5,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,8.0,7.5,13.0,9.0,12.0,10.0,5.0,8.5,6.0,14.0,18.0,12.57333145,15,24.5,61.5,37.43128599,100,,,#,,,36.18,
#20838182,#20838182,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,0.0,7.5,15.0,12.5,12.0,13.0,6.5,10.0,9.5,20.0,17.0,14.16458333,15,34.5,78.5,45.72708333,100,,,#,,,44.61,
#20838697,#20838697,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,5,4.5,7.0,10.0,14.0,9.0,7.0,0.0,7.0,7.0,12.0,16.5,10.94482466,15,31.5,56.5,40.63232466,100,,,#,,,39.15,
#20838773,#20838773,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,2.727272727,5,1.0,1.0,0.0,,,,,,,,,1.0,5,8.0,7.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9125,15,34.0,78.0,29.88977273,100,,,#,,,28.75,
#20838795,#20838795,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,2.727272727,5,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,4.5,5,5.0,8.0,10.0,14.5,8.0,0.0,6.5,9.5,5.5,14.0,16.0,11.68259804,15,27.5,58.5,36.09737077,100,,,#,,,34.29,
#20840229,#20840229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,8.0,7.5,11.0,13.5,8.0,8.5,6.0,8.0,5.0,18.0,17.0,12.38701923,15,26.0,65.0,38.63701923,100,,,#,,,37.93,
#20840840,#20840840,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,2.727272727,5,1.0,1.0,1.0,1.0,1.0,,,,,,,2.5,5,6.5,6.5,12.0,14.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,6.1,15,26.0,58.5,27.57727273,100,,,#,,,26.26,
#20840850,#20840850,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,4.545454545,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,6.0,7.0,12.0,0.0,9.5,10.0,0.0,3.5,0.0,12.0,13.0,8.550904977,15,25.5,29.5,34.03385952,100,,,#,,,33.06,
#20841069,#20841069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,5.0,7.5,10.0,12.0,7.5,6.0,3.0,8.5,4.0,13.0,16.0,10.4353224,15,24.5,58.5,35.7478224,100,,,#,,,35.48,
#20841792,#20841792,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,2.727272727,5,1.0,,,,,1.0,1.0,,1.0,,,2.0,5,4.5,0.0,0.0,0.0,0.0,0.0,4.5,3.5,0.0,10.0,0.0,2.86875,15,20.0,,20.09602273,100,,,#,,,19.36,
#20841926,#20841926,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,3.636363636,5,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,5,4.5,5.5,7.0,8.0,0.0,0.0,2.5,0.0,5.0,12.0,11.0,6.412254902,15,12.5,23.5,21.86111854,100,,,#,,,20.86,
#20842764,#20842764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,8.0,7.0,15.0,12.5,11.5,11.0,4.5,7.5,8.0,14.0,14.0,12.87952489,15,28.0,75.5,40.37952489,100,,,#,,,39.91,
#20842994,#20842994,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,4.090909091,5,1.0,,1.0,,1.0,,,1.0,,,,2.0,5,4.5,6.5,13.0,6.5,8.5,0.0,1.5,6.5,4.0,12.0,10.0,8.682352941,15,15.5,32.0,24.46076203,100,,,#,,,23.44,
#20843109,#20843109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.0,7.5,13.0,11.5,0.0,10.0,5.5,8.5,7.0,13.0,16.0,11.95102753,15,25.0,50.5,37.57602753,100,,,#,,,36.5,
#20843288,#20843288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,5.0,5,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,4.0,5,7.5,7.5,7.0,10.5,11.0,9.0,1.0,0.0,5.0,13.0,7.0,9.485275264,15,23.0,58.0,32.86027526,100,,,#,,,31.3,
#20843317,#20843317,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,3.181818182,5,1.0,1.0,1.0,,,,,,,1.0,,2.0,5,6.5,7.5,12.0,13.5,6.0,0.0,0.0,5.5,0.0,0.0,0.0,6.75,15,21.5,50.5,25.36931818,100,,,#,,,23.87,
#20843609,#20843609,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,4.545454545,5,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,4.5,5,6.0,6.0,10.0,0.0,10.0,9.5,5.5,5.5,5.0,14.0,16.5,10.59370287,15,16.5,37.0,29.95165741,100,,,#,,,28.24,
#20843682,#20843682,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,3.181818182,5,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,3.0,5,7.5,8.0,7.0,0.0,9.0,0.0,0.0,0.0,2.0,18.0,0.0,6.38125,15,23.0,,26.93806818,100,,,#,,,25.7,
#20845293,#20845293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,5,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,3.0,5,6.0,7.0,8.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.5375,15,14.5,24.0,21.6,100,,,#,,,20.18,
#20845449,#20845449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,6.0,5.5,9.5,13.0,9.5,10.5,,5.0,3.0,12.0,11.0,9.875876697,15,27.0,48.0,36.7508767,100,,,#,,,35.76,
#20846138,#20846138,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.545454545,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.5,6.0,13.0,13.0,9.5,7.5,5.0,6.0,0.0,15.0,13.0,11.18952677,15,15.5,48.0,30.42248132,100,,,#,,,29.27,
#20847833,#20847833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,6.0,7.5,16.0,0.0,11.0,11.0,5.0,8.5,5.5,17.0,17.0,12.4838141,15,30.5,60.5,41.5463141,100,,,#,,,40.13,
#20849574,#20849574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,4.545454545,5,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,4.5,5,7.0,7.5,7.0,13.0,8.5,8.0,7.5,8.0,2.0,14.0,11.0,11.17491516,15,25.0,39.5,35.8453697,100,,,#,,,34.16,
#20851028,#20851028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,5.0,5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.0,8.0,11.5,10.0,6.5,4.0,5.5,0.0,3.0,15.0,11.0,9.698793363,15,19.5,44.0,31.88629336,100,,,#,,,30.28,
#20851137,#20851137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,6.0,8.0,17.0,15.0,11.5,8.5,0.0,10.0,10.0,17.0,17.0,14.01826923,15,32.5,64.0,44.33076923,100,,,#,,,43.49,
#20852274,#20852274,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,3.181818182,5,1.0,1.0,0.0,,1.0,,1.0,,1.0,1.0,1.0,3.5,5,8.0,5.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23125,15,20.5,34.0,22.72556818,100,,,#,,,21.16,
#20854175,#20854175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,8.0,8.0,12.0,7.0,11.0,0.0,5.0,8.5,5.0,14.0,11.0,11.15392157,15,30.0,55.5,39.90392157,100,,,#,,,38.13,
#20855879,#20855879,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,3.181818182,5,,,1.0,,,1.0,,,1.0,,1.0,2.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,15,16.5,42.5,15.49431818,100,,,#,,,15.16,
#20856950,#20856950,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,5.0,5,5.5,7.0,11.0,14.5,10.5,10.0,5.5,7.0,6.5,13.0,0.0,11.27676282,15,29.0,65.0,39.40176282,100,,,#,,,37.2,
#20857141,#20857141,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,4.090909091,5,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,3.0,5,5.5,7.0,15.0,0.0,9.5,12.0,6.5,6.0,5.0,13.0,0.0,10.12419872,15,17.0,42.0,27.84010781,100,,,#,,,25.92,
#20857932,#20857932,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,5,6.0,7.5,13.0,13.0,12.5,11.5,3.5,2.5,5.0,13.0,15.0,11.65253582,15,31.5,54.5,41.34003582,100,,,#,,,40.53,
#20858436,#20858436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,4.090909091,5,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,3.0,5,6.5,5.5,12.0,9.5,0.0,0.0,7.5,0.0,7.5,17.0,0.0,8.05,15,19.5,,27.32840909,100,,,#,,,25.95,
#20869898,#20869898,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,5,2.0,7.0,10.0,13.0,7.5,9.5,6.5,3.0,2.0,14.0,5.5,9.089781297,15,12.5,25.0,26.9022813,100,,,#,,,25.74,
#20869945,#20869945,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,5.0,5,5.0,7.0,13.0,10.5,8.5,9.5,5.5,5.5,3.5,12.0,7.0,10.01796757,15,18.5,41.5,31.58046757,100,,,#,,,30.25,
#20872999,#20872999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,8.0,8.0,15.0,12.5,10.5,12.5,4.0,0.0,6.5,19.5,15.0,12.93250377,15,29.0,58.0,41.05750377,100,,,#,,,39.92,
#20873953,#20873953,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.545454545,5,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,4.0,5,7.5,7.5,7.0,6.0,0.0,2.5,4.0,7.0,2.5,0.0,7.0,7.110275264,15,15.0,41.0,25.03072981,100,,,#,,,22.84,
